application_1488937959984_0099,kmeans1,SUCCEEDED,2541,3371
application_1488937959984_0100,kmeans1,SUCCEEDED,2546,3182
application_1488937959984_0101,pagerank2,SUCCEEDED,2519,3703
application_1488937959984_0102,pagerank2,SUCCEEDED,2217,3864
application_1488937959984_0103,kmeans1,SUCCEEDED,2109,4024
application_1488937959984_0104,pagerank2,SUCCEEDED,1815,4340
application_1488937959984_0105,kmeans1,SUCCEEDED,1716,4245
application_1488937959984_0106,kmeans1,SUCCEEDED,1713,4138
application_1488937959984_0107,kmeans1,SUCCEEDED,1716,4219
application_1488937959984_0108,kmeans1,SUCCEEDED,1717,4477
application_1488937959984_0109,kmeans1,SUCCEEDED,1509,4311
application_1488937959984_0110,kmeans1,SUCCEEDED,1432,4548
application_1488937959984_0111,kmeans1,SUCCEEDED,1393,4563
application_1488937959984_0112,kmeans1,SUCCEEDED,1380,4623
application_1488937959984_0113,kmeans1,SUCCEEDED,1301,4681
application_1488937959984_0114,kmeans1,SUCCEEDED,1208,4897
application_1488937959984_0115,pagerank2,SUCCEEDED,1092,4999
application_1488937959984_0116,pagerank1,SUCCEEDED,1043,4982
application_1488937959984_0117,pagerank1,SUCCEEDED,5385,716
application_1488937959984_0118,pagerank1,SUCCEEDED,4726,790
application_1488937959984_0119,pagerank2,SUCCEEDED,4721,1834
application_1488937959984_0120,kmeans1,SUCCEEDED,4657,998
application_1488937959984_0121,kmeans1,SUCCEEDED,4400,1059
application_1488937959984_0122,kmeans1,SUCCEEDED,4399,1126
application_1488937959984_0123,kmeans1,SUCCEEDED,4389,1149
application_1488937959984_0124,pagerank2,SUCCEEDED,4162,1957
application_1488937959984_0125,pagerank2,SUCCEEDED,3985,2176
application_1488937959984_0126,pagerank1,SUCCEEDED,3890,1556
application_1488937959984_0127,kmeans1,SUCCEEDED,3889,2167
application_1488937959984_0128,kmeans1,SUCCEEDED,3777,2152
application_1488937959984_0129,kmeans1,SUCCEEDED,3762,2285
application_1488937959984_0130,pagerank1,SUCCEEDED,5466,531
application_1488937959984_0131,pagerank1,SUCCEEDED,5463,667
application_1488937959984_0132,kmeans1,SUCCEEDED,5463,900
application_1488937959984_0133,kmeans1,SUCCEEDED,5205,867
application_1488937959984_0134,kmeans1,SUCCEEDED,5194,814
application_1488937959984_0135,pagerank2,SUCCEEDED,5082,1127
application_1488937959984_0136,pagerank2,SUCCEEDED,5079,1196
application_1488937959984_0137,pagerank2,SUCCEEDED,4900,1444
application_1488937959984_0138,kmeans1,SUCCEEDED,4708,1204
application_1488937959984_0139,pagerank2,SUCCEEDED,4411,1693
application_1488937959984_0140,pagerank1,SUCCEEDED,4410,1634
application_1488937959984_0141,kmeans1,SUCCEEDED,4387,1522
application_1488937959984_0142,kmeans1,SUCCEEDED,4336,1794
application_1488937959984_0143,kmeans1,SUCCEEDED,4335,1778
application_1488937959984_0144,kmeans1,SUCCEEDED,4318,1815
application_1488937959984_0145,kmeans1,SUCCEEDED,4312,2030
application_1488937959984_0146,kmeans1,SUCCEEDED,4191,1970
application_1488937959984_0147,pagerank2,SUCCEEDED,4074,2196
application_1488937959984_0148,pagerank2,SUCCEEDED,3984,3003
application_1488937959984_0149,kmeans1,SUCCEEDED,3805,2154
application_1488937959984_0150,pagerank2,SUCCEEDED,3686,2649
application_1488937959984_0151,kmeans1,SUCCEEDED,3237,2494
application_1488937959984_0152,pagerank1,SUCCEEDED,3122,2548
application_1488937959984_0153,kmeans1,SUCCEEDED,2901,2897
application_1488937959984_0154,pagerank2,SUCCEEDED,2834,3057
application_1488937959984_0155,pagerank3,SUCCEEDED,2408,9695
application_1488937959984_0156,kmeans1,SUCCEEDED,2020,3232
application_1488937959984_0157,pagerank2,SUCCEEDED,1999,3645
application_1488937959984_0158,kmeans1,SUCCEEDED,1949,3369
application_1488937959984_0159,kmeans1,SUCCEEDED,1436,3716
application_1488937959984_0160,pagerank2,SUCCEEDED,1259,4412
application_1488937959984_0161,kmeans1,SUCCEEDED,1112,4108
